avg_reward,avg_loss,accuracy,precision,recall,f1_score,epsilon,alert_rate,queries_used,pseudo_labels,budget_remaining,vae_score,llm_advice_count,epoch,timestamp
0.34629629629629627,0.9993521650612333,0.9592592592592593,0.0,0.0,0.0,0.049911691230058335,0.06,15,0,0,0.04265502169728279,0,0,2026-03-09T15:14:07.409948
0.6262962962962964,0.19096554021937429,0.9678703703703704,0.002881844380403458,0.5,0.002881844380403458,0.049911691230058335,0.02,15,0,0,0.007320540808141231,0,1,2026-03-09T15:14:45.099389
0.6025925925925926,0.11187956089516067,0.970246913580247,0.004140786749482402,0.6666666666666666,0.005521048999309869,0.049911691230058335,0.01,15,0,0,0.0016986147244460882,0,2,2026-03-09T15:15:23.455627
